
17-07-2017 08:43:12:869 - D: 	Executing bot with following commands ../../../../Bots/RaezorDroidV2/bin/Debug/bots/b\..\..\RaezorDroidV2.exe B "C:\AOC\Personal\entelect2017\Run\Runner\bin\Debug\Replays\2017-07-17 08-42-06-395\Phase 2 - Round 73\B" tournament
17-07-2017 08:43:12:869 - I: 	Executing process ../../../../Bots/RaezorDroidV2/bin/Debug/bots/b\..\..\RaezorDroidV2.exe B "C:\AOC\Personal\entelect2017\Run\Runner\bin\Debug\Replays\2017-07-17 08-42-06-395\Phase 2 - Round 73\B" tournament
17-07-2017 08:43:12:884 - I: 	Bot has 4000ms to run before it will be forcefully killed
17-07-2017 08:43:12:933 - I: 	Output from bot: Executing Bot with arguments: (B) (C:\AOC\Personal\entelect2017\Run\Runner\bin\Debug\Replays\2017-07-17 08-42-06-395\Phase 2 - Round 73\B) (tournament)
17-07-2017 08:43:13:085 - I: 	Output from bot: [RaezorDroid.Engine.Bot.RaezorBot] - Working Directory: C:\AOC\Personal\entelect2017\Run\Runner\bin\Debug\Replays\2017-07-17 08-42-06-395\Phase 2 - Round 73\B
17-07-2017 08:43:13:100 - I: 	Output from bot: [RaezorDroid.Engine.Bot.RaezorBot] - Make Move Started...
17-07-2017 08:43:13:100 - I: 	Output from bot: [RaezorDroid.Engine.Bot.RaezorBot] - Calculate Executing...
17-07-2017 08:43:13:100 - I: 	Output from bot: [RaezorDroid.Strategy.CalculationMode.RaezorCalculationMode] - LastCommandExecuted is NOT NULL...
17-07-2017 08:43:13:100 - I: 	Output from bot: [RaezorDroid.Engine.State.RZState] - EnemyKilled (False)
17-07-2017 08:43:13:100 - I: 	Output from bot: [RaezorDroid.Engine.State.RZState] - EnemyShipHit (False)
17-07-2017 08:43:13:100 - I: 	Output from bot: [RaezorDroid.Engine.Bot.RaezorBot] - Best Move Executing...
17-07-2017 08:43:13:116 - I: 	Output from bot: [RaezorDroid.Strategy.HuntMode.RaezorBasicHuntMode] - FirePriorityList Executing...
17-07-2017 08:43:13:116 - I: 	Output from bot: [RaezorDroid.Strategy.HuntMode.RaezorBasicHuntMode] - HighPriorityCells count (0)
17-07-2017 08:43:13:116 - I: 	Output from bot: [RaezorDroid.Strategy.HuntMode.RaezorBasicHuntMode] - MediumPriorityCells count (1)
17-07-2017 08:43:13:116 - I: 	Output from bot: [RaezorDroid.Strategy.HuntMode.RaezorBasicHuntMode] - LowPriorityCells count (0)
17-07-2017 08:43:13:116 - I: 	Output from bot: [RaezorDroid.Strategy.HuntMode.RaezorBasicHuntMode] - MediumPriorityCells found (8,6)
17-07-2017 08:43:13:116 - I: 	Output from bot: [RaezorDroid.Engine.Bot.RaezorBot] - Make Shot Executing...
17-07-2017 08:43:13:116 - I: 	Output from bot: [RaezorDroid.Engine.State.RZState] - MakeShot (8,6)
17-07-2017 08:43:13:116 - I: 	Output from bot: [RaezorDroid.Engine.Bot.RaezorBot] - Command: 1,8,6
17-07-2017 08:43:13:116 - I: 	Output from bot: [RaezorDroid.Engine.State.RZState] - MakeShot (8,6)
17-07-2017 08:43:13:138 - I: 	Output from bot: [RaezorDroid.Engine.Bot.RaezorBot] - Working Directory: C:\AOC\Personal\entelect2017\Run\Runner\bin\Debug\Replays\2017-07-17 08-42-06-395\Phase 2 - Round 73\B
17-07-2017 08:43:13:138 - I: 	Output from bot: [BOT]	Bot finished in 215 ms.
17-07-2017 08:43:13:138 - I: 	Output from bot: 
17-07-2017 08:43:13:138 - E: 	Output from bot: 
17-07-2017 08:43:13:154 - I: 	Your bots total execution time was 00:00:00.2852377
